"","team.2","team.1","Id","Season","Pred","winner","t1.name","t2.name","winner.name"
"50",1163,1138,"2016_1138_1163",2016,0.410592198371887,1163,"Buffalo","Connecticut","Connecticut"
"51",1163,1139,"2016_1139_1163",2016,0.506424611806869,1139,"Butler","Connecticut","Butler"
"52",1163,1143,"2016_1143_1163",2016,0.531360685825348,1143,"California","Connecticut","California"
"53",1163,1151,"2016_1151_1163",2016,0.592337381839752,1151,"Chattanooga","Connecticut","Chattanooga"
"54",1163,1153,"2016_1153_1163",2016,0.508886301517487,1153,"Cincinnati","Connecticut","Cincinnati"
"55",1163,1160,"2016_1160_1163",2016,0.466839236021042,1163,"Colorado","Connecticut","Connecticut"
"56",1167,1112,"2016_1112_1167",2016,0.505856132507324,1112,"Arizona","CS Bakersfield","Arizona"
"57",1167,1114,"2016_1114_1167",2016,0.608429682254791,1114,"Ark Little Rock","CS Bakersfield","Ark Little Rock"
"58",1167,1122,"2016_1122_1167",2016,0.386368429660797,1167,"Austin Peay","CS Bakersfield","CS Bakersfield"
"59",1167,1124,"2016_1124_1167",2016,0.473188424110412,1167,"Baylor","CS Bakersfield","CS Bakersfield"
"60",1167,1138,"2016_1138_1167",2016,0.402263540029526,1167,"Buffalo","CS Bakersfield","CS Bakersfield"
"61",1167,1139,"2016_1139_1167",2016,0.480643278360367,1167,"Butler","CS Bakersfield","CS Bakersfield"
"62",1167,1143,"2016_1143_1167",2016,0.517517924308777,1143,"California","CS Bakersfield","California"
"63",1167,1151,"2016_1151_1167",2016,0.598152542114258,1151,"Chattanooga","CS Bakersfield","Chattanooga"
"64",1167,1153,"2016_1153_1167",2016,0.514856684207916,1153,"Cincinnati","CS Bakersfield","Cincinnati"
"65",1167,1160,"2016_1160_1167",2016,0.439981013536454,1167,"Colorado","CS Bakersfield","CS Bakersfield"
"66",1167,1163,"2016_1163_1167",2016,0.514036512374878,1163,"Connecticut","CS Bakersfield","Connecticut"
"67",1173,1112,"2016_1112_1173",2016,0.591703569889069,1112,"Arizona","Dayton","Arizona"
"68",1173,1114,"2016_1114_1173",2016,0.669853520393372,1114,"Ark Little Rock","Dayton","Ark Little Rock"
"69",1173,1122,"2016_1122_1173",2016,0.465852737426758,1173,"Austin Peay","Dayton","Dayton"
"70",1173,1124,"2016_1124_1173",2016,0.550281202793121,1124,"Baylor","Dayton","Baylor"
"71",1173,1138,"2016_1138_1173",2016,0.482671618461609,1173,"Buffalo","Dayton","Dayton"
"72",1173,1139,"2016_1139_1173",2016,0.555437159538269,1139,"Butler","Dayton","Butler"
"73",1173,1143,"2016_1143_1173",2016,0.600775229930878,1143,"California","Dayton","California"
"74",1173,1151,"2016_1151_1173",2016,0.658545172214508,1151,"Chattanooga","Dayton","Chattanooga"
"75",1173,1153,"2016_1153_1173",2016,0.587003660202026,1153,"Cincinnati","Dayton","Cincinnati"
"76",1173,1160,"2016_1160_1173",2016,0.54470636844635,1160,"Colorado","Dayton","Colorado"
"77",1173,1163,"2016_1163_1173",2016,0.590230250358582,1163,"Connecticut","Dayton","Connecticut"
"78",1173,1167,"2016_1167_1173",2016,0.588201606273651,1167,"CS Bakersfield","Dayton","CS Bakersfield"
"79",1181,1112,"2016_1112_1181",2016,0.564284133911133,1112,"Arizona","Duke","Arizona"
"80",1181,1114,"2016_1114_1181",2016,0.66807998418808,1114,"Ark Little Rock","Duke","Ark Little Rock"
"81",1181,1122,"2016_1122_1181",2016,0.438444554805755,1181,"Austin Peay","Duke","Duke"
"82",1181,1124,"2016_1124_1181",2016,0.495193862915039,1181,"Baylor","Duke","Duke"
"83",1181,1138,"2016_1138_1181",2016,0.445940589904785,1181,"Buffalo","Duke","Duke"
"84",1181,1139,"2016_1139_1181",2016,0.531655204296112,1139,"Butler","Duke","Butler"
"85",1181,1143,"2016_1143_1181",2016,0.575968086719513,1143,"California","Duke","California"
"86",1181,1151,"2016_1151_1181",2016,0.640848195552826,1151,"Chattanooga","Duke","Chattanooga"
"87",1181,1153,"2016_1153_1181",2016,0.553486812114716,1153,"Cincinnati","Duke","Cincinnati"
"88",1181,1160,"2016_1160_1181",2016,0.491398018598556,1181,"Colorado","Duke","Duke"
"89",1181,1163,"2016_1163_1181",2016,0.565320599079132,1163,"Connecticut","Duke","Connecticut"
"90",1181,1167,"2016_1167_1181",2016,0.562137508392334,1167,"CS Bakersfield","Duke","CS Bakersfield"
"91",1181,1173,"2016_1173_1181",2016,0.594422876834869,1173,"Dayton","Duke","Dayton"
"92",1192,1112,"2016_1112_1192",2016,0.504240357875824,1112,"Arizona","F Dickinson","Arizona"
"93",1192,1114,"2016_1114_1192",2016,0.60465407371521,1114,"Ark Little Rock","F Dickinson","Ark Little Rock"
"94",1192,1122,"2016_1122_1192",2016,0.382251513004303,1192,"Austin Peay","F Dickinson","F Dickinson"
"95",1192,1124,"2016_1124_1192",2016,0.473165291547775,1192,"Baylor","F Dickinson","F Dickinson"
"96",1192,1138,"2016_1138_1192",2016,0.394888430833817,1192,"Buffalo","F Dickinson","F Dickinson"
"97",1192,1139,"2016_1139_1192",2016,0.485489374399185,1192,"Butler","F Dickinson","F Dickinson"
"98",1192,1143,"2016_1143_1192",2016,0.509079658985138,1143,"California","F Dickinson","California"
"99",1192,1151,"2016_1151_1192",2016,0.590320932865143,1151,"Chattanooga","F Dickinson","Chattanooga"
"100",1192,1153,"2016_1153_1192",2016,0.517219638824463,1153,"Cincinnati","F Dickinson","Cincinnati"
"101",1192,1160,"2016_1160_1192",2016,0.451175194978714,1192,"Colorado","F Dickinson","F Dickinson"
"102",1192,1163,"2016_1163_1192",2016,0.501201665401459,1163,"Connecticut","F Dickinson","Connecticut"
"103",1192,1167,"2016_1167_1192",2016,0.505529344081879,1167,"CS Bakersfield","F Dickinson","CS Bakersfield"
"104",1192,1173,"2016_1173_1192",2016,0.52475329041481,1173,"Dayton","F Dickinson","Dayton"
"105",1192,1181,"2016_1181_1192",2016,0.510400235652924,1181,"Duke","F Dickinson","Duke"
"106",1195,1112,"2016_1112_1195",2016,0.528646397590637,1112,"Arizona","FL Gulf Coast","Arizona"
"107",1195,1114,"2016_1114_1195",2016,0.624951279163361,1114,"Ark Little Rock","FL Gulf Coast","Ark Little Rock"
"108",1195,1122,"2016_1122_1195",2016,0.396221154928208,1195,"Austin Peay","FL Gulf Coast","FL Gulf Coast"
"109",1195,1124,"2016_1124_1195",2016,0.494498884677887,1195,"Baylor","FL Gulf Coast","FL Gulf Coast"
"110",1195,1138,"2016_1138_1195",2016,0.411172747612,1195,"Buffalo","FL Gulf Coast","FL Gulf Coast"
"111",1195,1139,"2016_1139_1195",2016,0.502562779188156,1139,"Butler","FL Gulf Coast","Butler"
"112",1195,1143,"2016_1143_1195",2016,0.536953496932983,1143,"California","FL Gulf Coast","California"
"113",1195,1151,"2016_1151_1195",2016,0.602225708961487,1151,"Chattanooga","FL Gulf Coast","Chattanooga"
"114",1195,1153,"2016_1153_1195",2016,0.535762143135071,1153,"Cincinnati","FL Gulf Coast","Cincinnati"
"115",1195,1160,"2016_1160_1195",2016,0.472537440061569,1195,"Colorado","FL Gulf Coast","FL Gulf Coast"
"116",1195,1163,"2016_1163_1195",2016,0.526537191867828,1163,"Connecticut","FL Gulf Coast","Connecticut"
"117",1195,1167,"2016_1167_1195",2016,0.535642790794373,1167,"CS Bakersfield","FL Gulf Coast","CS Bakersfield"
"118",1195,1173,"2016_1173_1195",2016,0.542420601844787,1173,"Dayton","FL Gulf Coast","Dayton"
"119",1195,1181,"2016_1181_1195",2016,0.520724713802338,1181,"Duke","FL Gulf Coast","Duke"
"120",1195,1192,"2016_1192_1195",2016,0.411193686723709,1195,"F Dickinson","FL Gulf Coast","FL Gulf Coast"
"121",1201,1112,"2016_1112_1201",2016,0.492945712804795,1201,"Arizona","Fresno St","Fresno St"
"122",1201,1114,"2016_1114_1201",2016,0.577665889263153,1114,"Ark Little Rock","Fresno St","Ark Little Rock"
"123",1201,1122,"2016_1122_1201",2016,0.372892051935196,1201,"Austin Peay","Fresno St","Fresno St"
"124",1201,1124,"2016_1124_1201",2016,0.458297628164291,1201,"Baylor","Fresno St","Fresno St"
"125",1201,1138,"2016_1138_1201",2016,0.381187862157822,1201,"Buffalo","Fresno St","Fresno St"
"126",1201,1139,"2016_1139_1201",2016,0.466184622049332,1201,"Butler","Fresno St","Fresno St"
"127",1201,1143,"2016_1143_1201",2016,0.490729856491089,1201,"California","Fresno St","Fresno St"
"128",1201,1151,"2016_1151_1201",2016,0.578559279441834,1151,"Chattanooga","Fresno St","Chattanooga"
"129",1201,1153,"2016_1153_1201",2016,0.495118379592896,1201,"Cincinnati","Fresno St","Fresno St"
"130",1201,1160,"2016_1160_1201",2016,0.432501751184463,1201,"Colorado","Fresno St","Fresno St"
"131",1201,1163,"2016_1163_1201",2016,0.471359968185424,1201,"Connecticut","Fresno St","Fresno St"
"132",1201,1167,"2016_1167_1201",2016,0.485785567760468,1201,"CS Bakersfield","Fresno St","Fresno St"
"133",1201,1173,"2016_1173_1201",2016,0.510684877634048,1173,"Dayton","Fresno St","Dayton"
"134",1201,1181,"2016_1181_1201",2016,0.496789312362671,1201,"Duke","Fresno St","Fresno St"
"135",1201,1192,"2016_1192_1201",2016,0.380413889884949,1201,"F Dickinson","Fresno St","Fresno St"
"136",1201,1195,"2016_1195_1201",2016,0.367655730247498,1201,"FL Gulf Coast","Fresno St","Fresno St"
"137",1211,1112,"2016_1112_1211",2016,0.481276333332062,1211,"Arizona","Gonzaga","Gonzaga"
"138",1211,1114,"2016_1114_1211",2016,0.576328384876251,1114,"Ark Little Rock","Gonzaga","Ark Little Rock"
"139",1211,1122,"2016_1122_1211",2016,0.354427820444107,1211,"Austin Peay","Gonzaga","Gonzaga"
"140",1211,1124,"2016_1124_1211",2016,0.424286216497421,1211,"Baylor","Gonzaga","Gonzaga"
"141",1211,1138,"2016_1138_1211",2016,0.368656420707703,1211,"Buffalo","Gonzaga","Gonzaga"
"142",1211,1139,"2016_1139_1211",2016,0.468126845359802,1211,"Butler","Gonzaga","Gonzaga"
"143",1211,1143,"2016_1143_1211",2016,0.48483190536499,1211,"California","Gonzaga","Gonzaga"
"144",1211,1151,"2016_1151_1211",2016,0.54575070142746,1151,"Chattanooga","Gonzaga","Chattanooga"
"145",1211,1153,"2016_1153_1211",2016,0.466000175476074,1211,"Cincinnati","Gonzaga","Gonzaga"
"146",1211,1160,"2016_1160_1211",2016,0.414604920148849,1211,"Colorado","Gonzaga","Gonzaga"
"147",1211,1163,"2016_1163_1211",2016,0.479162800312042,1211,"Connecticut","Gonzaga","Gonzaga"
"148",1211,1167,"2016_1167_1211",2016,0.466202747821808,1211,"CS Bakersfield","Gonzaga","Gonzaga"
"149",1211,1173,"2016_1173_1211",2016,0.495742130279541,1211,"Dayton","Gonzaga","Gonzaga"
"150",1211,1181,"2016_1181_1211",2016,0.471314001083374,1211,"Duke","Gonzaga","Gonzaga"
"151",1211,1192,"2016_1192_1211",2016,0.349806439876557,1211,"F Dickinson","Gonzaga","Gonzaga"
"152",1211,1195,"2016_1195_1211",2016,0.347557353973389,1211,"FL Gulf Coast","Gonzaga","Gonzaga"
"153",1211,1201,"2016_1201_1211",2016,0.363989305496216,1211,"Fresno St","Gonzaga","Gonzaga"
"154",1214,1112,"2016_1112_1214",2016,0.491851764917373,1214,"Arizona","Hampton","Hampton"
"155",1214,1114,"2016_1114_1214",2016,0.590508735179901,1114,"Ark Little Rock","Hampton","Ark Little Rock"
"156",1214,1122,"2016_1122_1214",2016,0.382321375608444,1214,"Austin Peay","Hampton","Hampton"
"157",1214,1124,"2016_1124_1214",2016,0.466107755899429,1214,"Baylor","Hampton","Hampton"
"158",1214,1138,"2016_1138_1214",2016,0.39092167019844,1214,"Buffalo","Hampton","Hampton"
"159",1214,1139,"2016_1139_1214",2016,0.481873911619187,1214,"Butler","Hampton","Hampton"
"160",1214,1143,"2016_1143_1214",2016,0.49018964767456,1214,"California","Hampton","Hampton"
"161",1214,1151,"2016_1151_1214",2016,0.588574087619782,1151,"Chattanooga","Hampton","Chattanooga"
"162",1214,1153,"2016_1153_1214",2016,0.499442911148071,1214,"Cincinnati","Hampton","Hampton"
"163",1214,1160,"2016_1160_1214",2016,0.44275678396225,1214,"Colorado","Hampton","Hampton"
"164",1214,1163,"2016_1163_1214",2016,0.47752069234848,1214,"Connecticut","Hampton","Hampton"
"165",1214,1167,"2016_1167_1214",2016,0.495878994464874,1214,"CS Bakersfield","Hampton","Hampton"
"166",1214,1173,"2016_1173_1214",2016,0.510843646526337,1173,"Dayton","Hampton","Dayton"
"167",1214,1181,"2016_1181_1214",2016,0.505775845050812,1181,"Duke","Hampton","Duke"
"168",1214,1192,"2016_1192_1214",2016,0.39077872633934,1214,"F Dickinson","Hampton","Hampton"
"169",1214,1195,"2016_1195_1214",2016,0.373127120733261,1214,"FL Gulf Coast","Hampton","Hampton"
"170",1214,1201,"2016_1201_1214",2016,0.391102087497711,1214,"Fresno St","Hampton","Hampton"
"171",1214,1211,"2016_1211_1214",2016,0.596530914306641,1211,"Gonzaga","Hampton","Gonzaga"
"172",1218,1112,"2016_1112_1218",2016,0.433789724111557,1218,"Arizona","Hawaii","Hawaii"
"173",1218,1114,"2016_1114_1218",2016,0.524189639091491,1114,"Ark Little Rock","Hawaii","Ark Little Rock"
"174",1218,1122,"2016_1122_1218",2016,0.300400543212891,1218,"Austin Peay","Hawaii","Hawaii"
"175",1218,1124,"2016_1124_1218",2016,0.390954256057739,1218,"Baylor","Hawaii","Hawaii"
"176",1218,1138,"2016_1138_1218",2016,0.309581005573273,1218,"Buffalo","Hawaii","Hawaii"
"177",1218,1139,"2016_1139_1218",2016,0.412955921888351,1218,"Butler","Hawaii","Hawaii"
"178",1218,1143,"2016_1143_1218",2016,0.436857563257218,1218,"California","Hawaii","Hawaii"
"179",1218,1151,"2016_1151_1218",2016,0.491246569156647,1218,"Chattanooga","Hawaii","Hawaii"
"180",1218,1153,"2016_1153_1218",2016,0.439035260677338,1218,"Cincinnati","Hawaii","Hawaii"
"181",1218,1160,"2016_1160_1218",2016,0.359993976354599,1218,"Colorado","Hawaii","Hawaii"
"182",1218,1163,"2016_1163_1218",2016,0.435216617584229,1218,"Connecticut","Hawaii","Hawaii"
"183",1218,1167,"2016_1167_1218",2016,0.417117375135422,1218,"CS Bakersfield","Hawaii","Hawaii"
"184",1218,1173,"2016_1173_1218",2016,0.450039339065552,1218,"Dayton","Hawaii","Hawaii"
"185",1218,1181,"2016_1181_1218",2016,0.429418230056763,1218,"Duke","Hawaii","Hawaii"
"186",1218,1192,"2016_1192_1218",2016,0.298224657773971,1218,"F Dickinson","Hawaii","Hawaii"
"187",1218,1195,"2016_1195_1218",2016,0.293559032678604,1218,"FL Gulf Coast","Hawaii","Hawaii"
"188",1218,1201,"2016_1201_1218",2016,0.315093219280243,1218,"Fresno St","Hawaii","Hawaii"
"189",1218,1211,"2016_1211_1218",2016,0.54624410867691,1211,"Gonzaga","Hawaii","Gonzaga"
"190",1218,1214,"2016_1214_1218",2016,0.29807698726654,1218,"Hampton","Hawaii","Hawaii"
"191",1221,1112,"2016_1112_1221",2016,0.541152667999267,1112,"Arizona","Holy Cross","Arizona"
"192",1221,1114,"2016_1114_1221",2016,0.634689271450042,1114,"Ark Little Rock","Holy Cross","Ark Little Rock"
"193",1221,1122,"2016_1122_1221",2016,0.429526048898697,1221,"Austin Peay","Holy Cross","Holy Cross"
"194",1221,1124,"2016_1124_1221",2016,0.510762906074524,1124,"Baylor","Holy Cross","Baylor"
"195",1221,1138,"2016_1138_1221",2016,0.430341941118241,1221,"Buffalo","Holy Cross","Holy Cross"
"196",1221,1139,"2016_1139_1221",2016,0.522039020061493,1139,"Butler","Holy Cross","Butler"
"197",1221,1143,"2016_1143_1221",2016,0.542731821537018,1143,"California","Holy Cross","California"
"198",1221,1151,"2016_1151_1221",2016,0.633922910690308,1151,"Chattanooga","Holy Cross","Chattanooga"
"199",1221,1153,"2016_1153_1221",2016,0.564182734489441,1153,"Cincinnati","Holy Cross","Cincinnati"
"200",1221,1160,"2016_1160_1221",2016,0.48976800441742,1221,"Colorado","Holy Cross","Holy Cross"
"201",1221,1163,"2016_1163_1221",2016,0.550288140773773,1163,"Connecticut","Holy Cross","Connecticut"
"202",1221,1167,"2016_1167_1221",2016,0.555773067474366,1167,"CS Bakersfield","Holy Cross","CS Bakersfield"
"203",1221,1173,"2016_1173_1221",2016,0.577958655357361,1173,"Dayton","Holy Cross","Dayton"
"204",1221,1181,"2016_1181_1221",2016,0.54984267950058,1181,"Duke","Holy Cross","Duke"
"205",1221,1192,"2016_1192_1221",2016,0.42329483628273,1221,"F Dickinson","Holy Cross","Holy Cross"
"206",1221,1195,"2016_1195_1221",2016,0.419256746768951,1221,"FL Gulf Coast","Holy Cross","Holy Cross"
"207",1221,1201,"2016_1201_1221",2016,0.449799358844757,1221,"Fresno St","Holy Cross","Holy Cross"
"208",1221,1211,"2016_1211_1221",2016,0.641383814811706,1211,"Gonzaga","Holy Cross","Gonzaga"
"209",1221,1214,"2016_1214_1221",2016,0.414214164018631,1221,"Hampton","Holy Cross","Holy Cross"
"210",1221,1218,"2016_1218_1221",2016,0.602290117740631,1218,"Hawaii","Holy Cross","Hawaii"
"211",1231,1112,"2016_1112_1231",2016,0.521624565124512,1112,"Arizona","Indiana","Arizona"
"212",1231,1114,"2016_1114_1231",2016,0.613863408565521,1114,"Ark Little Rock","Indiana","Ark Little Rock"
"213",1231,1122,"2016_1122_1231",2016,0.372726774215698,1231,"Austin Peay","Indiana","Indiana"
"214",1231,1124,"2016_1124_1231",2016,0.451960563659668,1231,"Baylor","Indiana","Indiana"
"215",1231,1138,"2016_1138_1231",2016,0.385424745082855,1231,"Buffalo","Indiana","Indiana"
"216",1231,1139,"2016_1139_1231",2016,0.493665397167206,1231,"Butler","Indiana","Indiana"
"217",1231,1143,"2016_1143_1231",2016,0.524160671234131,1143,"California","Indiana","California"
"218",1231,1151,"2016_1151_1231",2016,0.574783349037171,1151,"Chattanooga","Indiana","Chattanooga"
"219",1231,1153,"2016_1153_1231",2016,0.513548600673676,1153,"Cincinnati","Indiana","Cincinnati"
"220",1231,1160,"2016_1160_1231",2016,0.447412890195846,1231,"Colorado","Indiana","Indiana"
"221",1231,1163,"2016_1163_1231",2016,0.515022778511047,1163,"Connecticut","Indiana","Connecticut"
"222",1231,1167,"2016_1167_1231",2016,0.510660052299499,1167,"CS Bakersfield","Indiana","CS Bakersfield"
"223",1231,1173,"2016_1173_1231",2016,0.519662141799927,1173,"Dayton","Indiana","Dayton"
"224",1231,1181,"2016_1181_1231",2016,0.496806848049164,1231,"Duke","Indiana","Indiana"
"225",1231,1192,"2016_1192_1231",2016,0.379343062639237,1231,"F Dickinson","Indiana","Indiana"
"226",1231,1195,"2016_1195_1231",2016,0.372135865688324,1231,"FL Gulf Coast","Indiana","Indiana"
"227",1231,1201,"2016_1201_1231",2016,0.378686374425888,1231,"Fresno St","Indiana","Indiana"
"228",1231,1211,"2016_1211_1231",2016,0.616626143455505,1211,"Gonzaga","Indiana","Gonzaga"
"229",1231,1214,"2016_1214_1231",2016,0.375924903154373,1231,"Hampton","Indiana","Indiana"
"230",1231,1218,"2016_1218_1231",2016,0.580398309230805,1218,"Hawaii","Indiana","Hawaii"
"231",1231,1221,"2016_1221_1231",2016,0.355435007810593,1231,"Holy Cross","Indiana","Indiana"
"232",1233,1112,"2016_1112_1233",2016,0.494578206539154,1233,"Arizona","Iona","Iona"
"233",1233,1114,"2016_1114_1233",2016,0.572419023513794,1114,"Ark Little Rock","Iona","Ark Little Rock"
"234",1233,1122,"2016_1122_1233",2016,0.365649658441543,1233,"Austin Peay","Iona","Iona"
"235",1233,1124,"2016_1124_1233",2016,0.451680314540863,1233,"Baylor","Iona","Iona"
"236",1233,1138,"2016_1138_1233",2016,0.377567046880722,1233,"Buffalo","Iona","Iona"
"237",1233,1139,"2016_1139_1233",2016,0.464142912626266,1233,"Butler","Iona","Iona"
"238",1233,1143,"2016_1143_1233",2016,0.470687329769135,1233,"California","Iona","Iona"
"239",1233,1151,"2016_1151_1233",2016,0.558797574043274,1151,"Chattanooga","Iona","Chattanooga"
"240",1233,1153,"2016_1153_1233",2016,0.491062295436859,1233,"Cincinnati","Iona","Iona"
"241",1233,1160,"2016_1160_1233",2016,0.41401549577713,1233,"Colorado","Iona","Iona"
"242",1233,1163,"2016_1163_1233",2016,0.47385642528534,1233,"Connecticut","Iona","Iona"
"243",1233,1167,"2016_1167_1233",2016,0.475874078273773,1233,"CS Bakersfield","Iona","Iona"
"244",1233,1173,"2016_1173_1233",2016,0.501449263095856,1173,"Dayton","Iona","Dayton"
"245",1233,1181,"2016_1181_1233",2016,0.487025606632233,1233,"Duke","Iona","Iona"
"246",1233,1192,"2016_1192_1233",2016,0.367139822244644,1233,"F Dickinson","Iona","Iona"
"247",1233,1195,"2016_1195_1233",2016,0.35445511341095,1233,"FL Gulf Coast","Iona","Iona"
"248",1233,1201,"2016_1201_1233",2016,0.371204435825348,1233,"Fresno St","Iona","Iona"
"249",1233,1211,"2016_1211_1233",2016,0.581883752346039,1211,"Gonzaga","Iona","Gonzaga"
"250",1233,1214,"2016_1214_1233",2016,0.355662512779236,1233,"Hampton","Iona","Iona"
"251",1233,1218,"2016_1218_1233",2016,0.532873296737671,1218,"Hawaii","Iona","Hawaii"
"252",1233,1221,"2016_1221_1233",2016,0.337889218330383,1233,"Holy Cross","Iona","Iona"
"253",1233,1231,"2016_1231_1233",2016,0.566838932037354,1231,"Indiana","Iona","Indiana"
"254",1234,1112,"2016_1112_1234",2016,0.542780017852783,1112,"Arizona","Iowa","Arizona"
"255",1234,1114,"2016_1114_1234",2016,0.634925997257233,1114,"Ark Little Rock","Iowa","Ark Little Rock"
"256",1234,1122,"2016_1122_1234",2016,0.410297054052353,1234,"Austin Peay","Iowa","Iowa"
"257",1234,1124,"2016_1124_1234",2016,0.483252239227295,1234,"Baylor","Iowa","Iowa"
"258",1234,1138,"2016_1138_1234",2016,0.424332970380783,1234,"Buffalo","Iowa","Iowa"
"259",1234,1139,"2016_1139_1234",2016,0.510249674320221,1139,"Butler","Iowa","Butler"
"260",1234,1143,"2016_1143_1234",2016,0.552642679214478,1143,"California","Iowa","California"
"261",1234,1151,"2016_1151_1234",2016,0.611022973060608,1151,"Chattanooga","Iowa","Chattanooga"
"262",1234,1153,"2016_1153_1234",2016,0.554574191570282,1153,"Cincinnati","Iowa","Cincinnati"
