,team.2,team.1,Id,Season,Pred,winner,t1.name,t2.name,winner.name
596,1328,1112,2016_1112_1328,2016,0.502510396,1112,Arizona,Oklahoma,Arizona
631,1332,1112,2016_1112_1332,2016,0.498392081,1332,Arizona,Oregon,Oregon
667,1333,1112,2016_1112_1333,2016,0.595549954,1112,Arizona,Oregon St,Arizona
704,1338,1112,2016_1112_1338,2016,0.570564791,1112,Arizona,Pittsburgh,Arizona
742,1344,1112,2016_1112_1344,2016,0.577212266,1112,Arizona,Providence,Arizona
781,1345,1112,2016_1112_1345,2016,0.512823568,1112,Arizona,Purdue,Arizona
821,1355,1112,2016_1112_1355,2016,0.599281316,1112,Arizona,S Dakota St,Arizona
862,1371,1112,2016_1112_1371,2016,0.580542853,1112,Arizona,Seton Hall,Arizona
904,1372,1112,2016_1112_1372,2016,0.547758862,1112,Arizona,SF Austin,Arizona
947,1380,1112,2016_1112_1380,2016,0.640087164,1112,Arizona,Southern Univ,Arizona
991,1386,1112,2016_1112_1386,2016,0.569387665,1112,Arizona,St Joseph's PA,Arizona
1036,1392,1112,2016_1112_1392,2016,0.548279439,1112,Arizona,Stony Brook,Arizona
1082,1393,1112,2016_1112_1393,2016,0.590503331,1112,Arizona,Syracuse,Arizona
1129,1396,1112,2016_1112_1396,2016,0.60572853,1112,Arizona,Temple,Arizona
1177,1400,1112,2016_1112_1400,2016,0.572074834,1112,Arizona,Texas,Arizona
1226,1401,1112,2016_1112_1401,2016,0.524101602,1112,Arizona,Texas A&M,Arizona
1276,1403,1112,2016_1112_1403,2016,0.599543723,1112,Arizona,Texas Tech,Arizona
1327,1409,1112,2016_1112_1409,2016,0.603830874,1112,Arizona,Tulsa,Arizona
1379,1421,1112,2016_1112_1421,2016,0.630108872,1112,Arizona,UNC Asheville,Arizona
1432,1423,1112,2016_1112_1423,2016,0.577010448,1112,Arizona,UNC Wilmington,Arizona
1486,1425,1112,2016_1112_1425,2016,0.583472499,1112,Arizona,USC,Arizona
1541,1428,1112,2016_1112_1428,2016,0.514613663,1112,Arizona,Utah,Arizona
1597,1433,1112,2016_1112_1433,2016,0.554668622,1112,Arizona,VA Commonwealth,Arizona
1654,1435,1112,2016_1112_1435,2016,0.575503119,1112,Arizona,Vanderbilt,Arizona
1712,1437,1112,2016_1112_1437,2016,0.492568649,1437,Arizona,Villanova,Villanova
1771,1438,1112,2016_1112_1438,2016,0.488066518,1438,Arizona,Virginia,Virginia
1831,1451,1112,2016_1112_1451,2016,0.624263644,1112,Arizona,Weber St,Arizona
1892,1452,1112,2016_1112_1452,2016,0.478024378,1452,Arizona,West Virginia,West Virginia
1954,1453,1112,2016_1112_1453,2016,0.597314522,1112,Arizona,WI Green Bay,Arizona
2017,1455,1112,2016_1112_1455,2016,0.56885331,1112,Arizona,Wichita St,Arizona
2081,1458,1112,2016_1112_1458,2016,0.586811654,1112,Arizona,Wisconsin,Arizona
2146,1462,1112,2016_1112_1462,2016,0.499664024,1462,Arizona,Xavier,Xavier
2212,1463,1112,2016_1112_1463,2016,0.580456119,1112,Arizona,Yale,Arizona
3,1122,1114,2016_1114_1122,2016,0.612817075,1114,Ark Little Rock,Austin Peay,Ark Little Rock
5,1124,1114,2016_1114_1124,2016,0.513017943,1114,Ark Little Rock,Baylor,Ark Little Rock
8,1138,1114,2016_1114_1138,2016,0.589678508,1114,Ark Little Rock,Buffalo,Ark Little Rock
12,1139,1114,2016_1114_1139,2016,0.498625653,1139,Ark Little Rock,Butler,Butler
17,1143,1114,2016_1114_1143,2016,0.521171023,1114,Ark Little Rock,California,Ark Little Rock
23,1151,1114,2016_1114_1151,2016,0.558253595,1114,Ark Little Rock,Chattanooga,Ark Little Rock
30,1153,1114,2016_1114_1153,2016,0.518511584,1114,Ark Little Rock,Cincinnati,Ark Little Rock
38,1160,1114,2016_1114_1160,2016,0.55219937,1114,Ark Little Rock,Colorado,Ark Little Rock
47,1163,1114,2016_1114_1163,2016,0.52975366,1114,Ark Little Rock,Connecticut,Ark Little Rock
57,1167,1114,2016_1114_1167,2016,0.596632106,1114,Ark Little Rock,CS Bakersfield,Ark Little Rock
68,1173,1114,2016_1114_1173,2016,0.529935821,1114,Ark Little Rock,Dayton,Ark Little Rock
80,1181,1114,2016_1114_1181,2016,0.491348337,1181,Ark Little Rock,Duke,Duke
93,1192,1114,2016_1114_1192,2016,0.609736767,1114,Ark Little Rock,F Dickinson,Ark Little Rock
107,1195,1114,2016_1114_1195,2016,0.619522547,1114,Ark Little Rock,FL Gulf Coast,Ark Little Rock
122,1201,1114,2016_1114_1201,2016,0.568738812,1114,Ark Little Rock,Fresno St,Ark Little Rock
138,1211,1114,2016_1114_1211,2016,0.52921987,1114,Ark Little Rock,Gonzaga,Ark Little Rock
155,1214,1114,2016_1114_1214,2016,0.600489616,1114,Ark Little Rock,Hampton,Ark Little Rock
173,1218,1114,2016_1114_1218,2016,0.524696354,1114,Ark Little Rock,Hawaii,Ark Little Rock
192,1221,1114,2016_1114_1221,2016,0.624514478,1114,Ark Little Rock,Holy Cross,Ark Little Rock
212,1231,1114,2016_1114_1231,2016,0.473372725,1231,Ark Little Rock,Indiana,Indiana
233,1233,1114,2016_1114_1233,2016,0.552275903,1114,Ark Little Rock,Iona,Ark Little Rock
255,1234,1114,2016_1114_1234,2016,0.509978619,1114,Ark Little Rock,Iowa,Ark Little Rock
278,1235,1114,2016_1114_1235,2016,0.514193,1114,Ark Little Rock,Iowa St,Ark Little Rock
302,1242,1114,2016_1114_1242,2016,0.443582613,1242,Ark Little Rock,Kansas,Kansas
327,1246,1114,2016_1114_1246,2016,0.501897149,1114,Ark Little Rock,Kentucky,Ark Little Rock
353,1268,1114,2016_1114_1268,2016,0.503585455,1114,Ark Little Rock,Maryland,Ark Little Rock
380,1274,1114,2016_1114_1274,2016,0.489572227,1274,Ark Little Rock,Miami FL,Miami FL
408,1276,1114,2016_1114_1276,2016,0.544132219,1114,Ark Little Rock,Michigan,Ark Little Rock
437,1277,1114,2016_1114_1277,2016,0.439049896,1277,Ark Little Rock,Michigan St,Michigan St
467,1292,1114,2016_1114_1292,2016,0.578052569,1114,Ark Little Rock,MTSU,Ark Little Rock
498,1314,1114,2016_1114_1314,2016,0.453061951,1314,Ark Little Rock,North Carolina,North Carolina
530,1320,1114,2016_1114_1320,2016,0.572258206,1114,Ark Little Rock,Northern Iowa,Ark Little Rock
563,1323,1114,2016_1114_1323,2016,0.538024468,1114,Ark Little Rock,Notre Dame,Ark Little Rock
597,1328,1114,2016_1114_1328,2016,0.467515939,1328,Ark Little Rock,Oklahoma,Oklahoma
632,1332,1114,2016_1114_1332,2016,0.468858439,1332,Ark Little Rock,Oregon,Oregon
668,1333,1114,2016_1114_1333,2016,0.565166375,1114,Ark Little Rock,Oregon St,Ark Little Rock
705,1338,1114,2016_1114_1338,2016,0.560270679,1114,Ark Little Rock,Pittsburgh,Ark Little Rock
743,1344,1114,2016_1114_1344,2016,0.555038141,1114,Ark Little Rock,Providence,Ark Little Rock
782,1345,1114,2016_1114_1345,2016,0.489011165,1345,Ark Little Rock,Purdue,Purdue
822,1355,1114,2016_1114_1355,2016,0.574993455,1114,Ark Little Rock,S Dakota St,Ark Little Rock
863,1371,1114,2016_1114_1371,2016,0.548269064,1114,Ark Little Rock,Seton Hall,Ark Little Rock
905,1372,1114,2016_1114_1372,2016,0.522988244,1114,Ark Little Rock,SF Austin,Ark Little Rock
948,1380,1114,2016_1114_1380,2016,0.615373402,1114,Ark Little Rock,Southern Univ,Ark Little Rock
992,1386,1114,2016_1114_1386,2016,0.539129115,1114,Ark Little Rock,St Joseph's PA,Ark Little Rock
1037,1392,1114,2016_1114_1392,2016,0.532390146,1114,Ark Little Rock,Stony Brook,Ark Little Rock
1083,1393,1114,2016_1114_1393,2016,0.584473825,1114,Ark Little Rock,Syracuse,Ark Little Rock
1130,1396,1114,2016_1114_1396,2016,0.583744026,1114,Ark Little Rock,Temple,Ark Little Rock
1178,1400,1114,2016_1114_1400,2016,0.551797415,1114,Ark Little Rock,Texas,Ark Little Rock
1227,1401,1114,2016_1114_1401,2016,0.49192628,1401,Ark Little Rock,Texas A&M,Texas A&M
1277,1403,1114,2016_1114_1403,2016,0.579631046,1114,Ark Little Rock,Texas Tech,Ark Little Rock
1328,1409,1114,2016_1114_1409,2016,0.59252369,1114,Ark Little Rock,Tulsa,Ark Little Rock
1380,1421,1114,2016_1114_1421,2016,0.608151744,1114,Ark Little Rock,UNC Asheville,Ark Little Rock
1433,1423,1114,2016_1114_1423,2016,0.560101287,1114,Ark Little Rock,UNC Wilmington,Ark Little Rock
1487,1425,1114,2016_1114_1425,2016,0.555896554,1114,Ark Little Rock,USC,Ark Little Rock
1542,1428,1114,2016_1114_1428,2016,0.492222765,1428,Ark Little Rock,Utah,Utah
1598,1433,1114,2016_1114_1433,2016,0.552985418,1114,Ark Little Rock,VA Commonwealth,Ark Little Rock
1655,1435,1114,2016_1114_1435,2016,0.575745373,1114,Ark Little Rock,Vanderbilt,Ark Little Rock
1713,1437,1114,2016_1114_1437,2016,0.466902693,1437,Ark Little Rock,Villanova,Villanova
1772,1438,1114,2016_1114_1438,2016,0.465564052,1438,Ark Little Rock,Virginia,Virginia
1832,1451,1114,2016_1114_1451,2016,0.596168734,1114,Ark Little Rock,Weber St,Ark Little Rock
1893,1452,1114,2016_1114_1452,2016,0.456494376,1452,Ark Little Rock,West Virginia,West Virginia
1955,1453,1114,2016_1114_1453,2016,0.577231484,1114,Ark Little Rock,WI Green Bay,Ark Little Rock
2018,1455,1114,2016_1114_1455,2016,0.560363968,1114,Ark Little Rock,Wichita St,Ark Little Rock
2082,1458,1114,2016_1114_1458,2016,0.566073924,1114,Ark Little Rock,Wisconsin,Ark Little Rock
2147,1462,1114,2016_1114_1462,2016,0.467021294,1462,Ark Little Rock,Xavier,Xavier
2213,1463,1114,2016_1114_1463,2016,0.568831122,1114,Ark Little Rock,Yale,Ark Little Rock
6,1124,1122,2016_1122_1124,2016,0.351758673,1124,Austin Peay,Baylor,Baylor
9,1138,1122,2016_1122_1138,2016,0.418794446,1138,Austin Peay,Buffalo,Buffalo
13,1139,1122,2016_1122_1139,2016,0.333115731,1139,Austin Peay,Butler,Butler
18,1143,1122,2016_1122_1143,2016,0.345571888,1143,Austin Peay,California,California
24,1151,1122,2016_1122_1151,2016,0.376228415,1151,Austin Peay,Chattanooga,Chattanooga
31,1153,1122,2016_1122_1153,2016,0.357065989,1153,Austin Peay,Cincinnati,Cincinnati
39,1160,1122,2016_1122_1160,2016,0.387625109,1160,Austin Peay,Colorado,Colorado
48,1163,1122,2016_1122_1163,2016,0.355289829,1163,Austin Peay,Connecticut,Connecticut
58,1167,1122,2016_1122_1167,2016,0.422949486,1167,Austin Peay,CS Bakersfield,CS Bakersfield
69,1173,1122,2016_1122_1173,2016,0.365711142,1173,Austin Peay,Dayton,Dayton
81,1181,1122,2016_1122_1181,2016,0.315402823,1181,Austin Peay,Duke,Duke
94,1192,1122,2016_1122_1192,2016,0.435534713,1192,Austin Peay,F Dickinson,F Dickinson
108,1195,1122,2016_1122_1195,2016,0.4424055,1195,Austin Peay,FL Gulf Coast,FL Gulf Coast
123,1201,1122,2016_1122_1201,2016,0.404759956,1201,Austin Peay,Fresno St,Fresno St
139,1211,1122,2016_1122_1211,2016,0.355217894,1211,Austin Peay,Gonzaga,Gonzaga
156,1214,1122,2016_1122_1214,2016,0.435225897,1214,Austin Peay,Hampton,Hampton
174,1218,1122,2016_1122_1218,2016,0.349574014,1218,Austin Peay,Hawaii,Hawaii
193,1221,1122,2016_1122_1221,2016,0.459730498,1221,Austin Peay,Holy Cross,Holy Cross
213,1231,1122,2016_1122_1231,2016,0.28918261,1231,Austin Peay,Indiana,Indiana
234,1233,1122,2016_1122_1233,2016,0.386380761,1233,Austin Peay,Iona,Iona
256,1234,1122,2016_1122_1234,2016,0.335064839,1234,Austin Peay,Iowa,Iowa
279,1235,1122,2016_1122_1235,2016,0.355125807,1235,Austin Peay,Iowa St,Iowa St
303,1242,1122,2016_1122_1242,2016,0.259968312,1242,Austin Peay,Kansas,Kansas
328,1246,1122,2016_1122_1246,2016,0.306365664,1246,Austin Peay,Kentucky,Kentucky
354,1268,1122,2016_1122_1268,2016,0.317483354,1268,Austin Peay,Maryland,Maryland
381,1274,1122,2016_1122_1274,2016,0.311056724,1274,Austin Peay,Miami FL,Miami FL
409,1276,1122,2016_1122_1276,2016,0.38740036,1276,Austin Peay,Michigan,Michigan
438,1277,1122,2016_1122_1277,2016,0.258913152,1277,Austin Peay,Michigan St,Michigan St
468,1292,1122,2016_1122_1292,2016,0.413286293,1292,Austin Peay,MTSU,MTSU
499,1314,1122,2016_1122_1314,2016,0.263802131,1314,Austin Peay,North Carolina,North Carolina
531,1320,1122,2016_1122_1320,2016,0.405839756,1320,Austin Peay,Northern Iowa,Northern Iowa
564,1323,1122,2016_1122_1323,2016,0.369968342,1323,Austin Peay,Notre Dame,Notre Dame
598,1328,1122,2016_1122_1328,2016,0.283496931,1328,Austin Peay,Oklahoma,Oklahoma
633,1332,1122,2016_1122_1332,2016,0.282646026,1332,Austin Peay,Oregon,Oregon
669,1333,1122,2016_1122_1333,2016,0.392659927,1333,Austin Peay,Oregon St,Oregon St
706,1338,1122,2016_1122_1338,2016,0.397057327,1338,Austin Peay,Pittsburgh,Pittsburgh
744,1344,1122,2016_1122_1344,2016,0.378576143,1344,Austin Peay,Providence,Providence
783,1345,1122,2016_1122_1345,2016,0.307626124,1345,Austin Peay,Purdue,Purdue
823,1355,1122,2016_1122_1355,2016,0.409078667,1355,Austin Peay,S Dakota St,S Dakota St
864,1371,1122,2016_1122_1371,2016,0.373113986,1371,Austin Peay,Seton Hall,Seton Hall
906,1372,1122,2016_1122_1372,2016,0.368910654,1372,Austin Peay,SF Austin,SF Austin
949,1380,1122,2016_1122_1380,2016,0.449996322,1380,Austin Peay,Southern Univ,Southern Univ
993,1386,1122,2016_1122_1386,2016,0.357234588,1386,Austin Peay,St Joseph's PA,St Joseph's PA
1038,1392,1122,2016_1122_1392,2016,0.351780695,1392,Austin Peay,Stony Brook,Stony Brook
1084,1393,1122,2016_1122_1393,2016,0.398680304,1393,Austin Peay,Syracuse,Syracuse
1131,1396,1122,2016_1122_1396,2016,0.406852297,1396,Austin Peay,Temple,Temple
1179,1400,1122,2016_1122_1400,2016,0.390107565,1400,Austin Peay,Texas,Texas
1228,1401,1122,2016_1122_1401,2016,0.311470978,1401,Austin Peay,Texas A&M,Texas A&M
1278,1403,1122,2016_1122_1403,2016,0.405318205,1403,Austin Peay,Texas Tech,Texas Tech
1329,1409,1122,2016_1122_1409,2016,0.413398458,1409,Austin Peay,Tulsa,Tulsa
1381,1421,1122,2016_1122_1421,2016,0.430833683,1421,Austin Peay,UNC Asheville,UNC Asheville
1434,1423,1122,2016_1122_1423,2016,0.391024531,1423,Austin Peay,UNC Wilmington,UNC Wilmington
1488,1425,1122,2016_1122_1425,2016,0.387370306,1425,Austin Peay,USC,USC
1543,1428,1122,2016_1122_1428,2016,0.316336989,1428,Austin Peay,Utah,Utah
1599,1433,1122,2016_1122_1433,2016,0.34924591,1433,Austin Peay,VA Commonwealth,VA Commonwealth
1656,1435,1122,2016_1122_1435,2016,0.388415852,1435,Austin Peay,Vanderbilt,Vanderbilt
1714,1437,1122,2016_1122_1437,2016,0.277466096,1437,Austin Peay,Villanova,Villanova
1773,1438,1122,2016_1122_1438,2016,0.272949371,1438,Austin Peay,Virginia,Virginia
1833,1451,1122,2016_1122_1451,2016,0.432202035,1451,Austin Peay,Weber St,Weber St
1894,1452,1122,2016_1122_1452,2016,0.282608464,1452,Austin Peay,West Virginia,West Virginia
1956,1453,1122,2016_1122_1453,2016,0.410435154,1453,Austin Peay,WI Green Bay,WI Green Bay
2019,1455,1122,2016_1122_1455,2016,0.381694953,1455,Austin Peay,Wichita St,Wichita St
2083,1458,1122,2016_1122_1458,2016,0.39329913,1458,Austin Peay,Wisconsin,Wisconsin
2148,1462,1122,2016_1122_1462,2016,0.282142308,1462,Austin Peay,Xavier,Xavier
2214,1463,1122,2016_1122_1463,2016,0.39277292,1463,Austin Peay,Yale,Yale
10,1138,1124,2016_1124_1138,2016,0.607663564,1124,Baylor,Buffalo,Baylor
14,1139,1124,2016_1124_1139,2016,0.500803747,1124,Baylor,Butler,Baylor
19,1143,1124,2016_1124_1143,2016,0.531315713,1124,Baylor,California,Baylor
25,1151,1124,2016_1124_1151,2016,0.563301689,1124,Baylor,Chattanooga,Baylor
32,1153,1124,2016_1124_1153,2016,0.529870471,1124,Baylor,Cincinnati,Baylor
40,1160,1124,2016_1124_1160,2016,0.574341834,1124,Baylor,Colorado,Baylor
49,1163,1124,2016_1124_1163,2016,0.533306294,1124,Baylor,Connecticut,Baylor
59,1167,1124,2016_1124_1167,2016,0.608761465,1124,Baylor,CS Bakersfield,Baylor
70,1173,1124,2016_1124_1173,2016,0.550106424,1124,Baylor,Dayton,Baylor
82,1181,1124,2016_1124_1181,2016,0.483691289,1181,Baylor,Duke,Duke
95,1192,1124,2016_1124_1192,2016,0.623863368,1124,Baylor,F Dickinson,Baylor
109,1195,1124,2016_1124_1195,2016,0.634469301,1124,Baylor,FL Gulf Coast,Baylor
124,1201,1124,2016_1124_1201,2016,0.589769619,1124,Baylor,Fresno St,Baylor
140,1211,1124,2016_1124_1211,2016,0.531223524,1124,Baylor,Gonzaga,Baylor
157,1214,1124,2016_1124_1214,2016,0.618227359,1124,Baylor,Hampton,Baylor
175,1218,1124,2016_1124_1218,2016,0.537344603,1124,Baylor,Hawaii,Baylor
194,1221,1124,2016_1124_1221,2016,0.642455672,1124,Baylor,Holy Cross,Baylor
214,1231,1124,2016_1124_1231,2016,0.469799399,1231,Baylor,Indiana,Indiana
235,1233,1124,2016_1124_1233,2016,0.570854707,1124,Baylor,Iona,Baylor
257,1234,1124,2016_1124_1234,2016,0.512495902,1124,Baylor,Iowa,Baylor
280,1235,1124,2016_1124_1235,2016,0.543812753,1124,Baylor,Iowa St,Baylor
304,1242,1124,2016_1124_1242,2016,0.445402653,1242,Baylor,Kansas,Kansas
329,1246,1124,2016_1124_1246,2016,0.493662867,1246,Baylor,Kentucky,Kentucky
355,1268,1124,2016_1124_1268,2016,0.497160797,1268,Baylor,Maryland,Maryland
382,1274,1124,2016_1124_1274,2016,0.493785905,1274,Baylor,Miami FL,Miami FL
410,1276,1124,2016_1124_1276,2016,0.556136211,1124,Baylor,Michigan,Baylor
439,1277,1124,2016_1124_1277,2016,0.439416651,1277,Baylor,Michigan St,Michigan St
469,1292,1124,2016_1124_1292,2016,0.600789676,1124,Baylor,MTSU,Baylor
500,1314,1124,2016_1124_1314,2016,0.448352661,1314,Baylor,North Carolina,North Carolina
532,1320,1124,2016_1124_1320,2016,0.581696241,1124,Baylor,Northern Iowa,Baylor
565,1323,1124,2016_1124_1323,2016,0.547974734,1124,Baylor,Notre Dame,Baylor
599,1328,1124,2016_1124_1328,2016,0.471675997,1328,Baylor,Oklahoma,Oklahoma
634,1332,1124,2016_1124_1332,2016,0.465286251,1332,Baylor,Oregon,Oregon
670,1333,1124,2016_1124_1333,2016,0.578573048,1124,Baylor,Oregon St,Baylor
707,1338,1124,2016_1124_1338,2016,0.574460763,1124,Baylor,Pittsburgh,Baylor
745,1344,1124,2016_1124_1344,2016,0.56916657,1124,Baylor,Providence,Baylor
784,1345,1124,2016_1124_1345,2016,0.485829176,1345,Baylor,Purdue,Purdue
824,1355,1124,2016_1124_1355,2016,0.589341927,1124,Baylor,S Dakota St,Baylor
865,1371,1124,2016_1124_1371,2016,0.557319473,1124,Baylor,Seton Hall,Baylor
907,1372,1124,2016_1124_1372,2016,0.535513189,1124,Baylor,SF Austin,Baylor
950,1380,1124,2016_1124_1380,2016,0.632903359,1124,Baylor,Southern Univ,Baylor
994,1386,1124,2016_1124_1386,2016,0.554097346,1124,Baylor,St Joseph's PA,Baylor
1039,1392,1124,2016_1124_1392,2016,0.538386679,1124,Baylor,Stony Brook,Baylor
1085,1393,1124,2016_1124_1393,2016,0.584460065,1124,Baylor,Syracuse,Baylor
1132,1396,1124,2016_1124_1396,2016,0.59690002,1124,Baylor,Temple,Baylor
1180,1400,1124,2016_1124_1400,2016,0.557660939,1124,Baylor,Texas,Baylor
1229,1401,1124,2016_1124_1401,2016,0.497349927,1401,Baylor,Texas A&M,Texas A&M
1279,1403,1124,2016_1124_1403,2016,0.590505994,1124,Baylor,Texas Tech,Baylor
1330,1409,1124,2016_1124_1409,2016,0.599932064,1124,Baylor,Tulsa,Baylor
1382,1421,1124,2016_1124_1421,2016,0.626420688,1124,Baylor,UNC Asheville,Baylor
1435,1423,1124,2016_1124_1423,2016,0.571899508,1124,Baylor,UNC Wilmington,Baylor
1489,1425,1124,2016_1124_1425,2016,0.566571162,1124,Baylor,USC,Baylor
1544,1428,1124,2016_1124_1428,2016,0.498312021,1428,Baylor,Utah,Utah
1600,1433,1124,2016_1124_1433,2016,0.538702703,1124,Baylor,VA Commonwealth,Baylor
1657,1435,1124,2016_1124_1435,2016,0.567493569,1124,Baylor,Vanderbilt,Baylor
1715,1437,1124,2016_1124_1437,2016,0.468693071,1437,Baylor,Villanova,Villanova
1774,1438,1124,2016_1124_1438,2016,0.457004976,1438,Baylor,Virginia,Virginia
1834,1451,1124,2016_1124_1451,2016,0.619964054,1124,Baylor,Weber St,Baylor
1895,1452,1124,2016_1124_1452,2016,0.451298385,1452,Baylor,West Virginia,West Virginia
1957,1453,1124,2016_1124_1453,2016,0.589592151,1124,Baylor,WI Green Bay,Baylor
2020,1455,1124,2016_1124_1455,2016,0.552836992,1124,Baylor,Wichita St,Baylor
2084,1458,1124,2016_1124_1458,2016,0.571874493,1124,Baylor,Wisconsin,Baylor
2149,1462,1124,2016_1124_1462,2016,0.469907627,1462,Baylor,Xavier,Xavier
2215,1463,1124,2016_1124_1463,2016,0.571728066,1124,Baylor,Yale,Baylor
15,1139,1138,2016_1138_1139,2016,0.36962817,1139,Buffalo,Butler,Butler
20,1143,1138,2016_1138_1143,2016,0.381924193,1143,Buffalo,California,California
26,1151,1138,2016_1138_1151,2016,0.411969339,1151,Buffalo,Chattanooga,Chattanooga
33,1153,1138,2016_1138_1153,2016,0.39252621,1153,Buffalo,Cincinnati,Cincinnati
41,1160,1138,2016_1138_1160,2016,0.423090605,1160,Buffalo,Colorado,Colorado
50,1163,1138,2016_1138_1163,2016,0.388988384,1163,Buffalo,Connecticut,Connecticut
60,1167,1138,2016_1138_1167,2016,0.457495719,1167,Buffalo,CS Bakersfield,CS Bakersfield
71,1173,1138,2016_1138_1173,2016,0.400261573,1173,Buffalo,Dayton,Dayton
83,1181,1138,2016_1138_1181,2016,0.344868142,1181,Buffalo,Duke,Duke
96,1192,1138,2016_1138_1192,2016,0.468092739,1192,Buffalo,F Dickinson,F Dickinson
110,1195,1138,2016_1138_1195,2016,0.476123286,1195,Buffalo,FL Gulf Coast,FL Gulf Coast
125,1201,1138,2016_1138_1201,2016,0.434832351,1201,Buffalo,Fresno St,Fresno St
141,1211,1138,2016_1138_1211,2016,0.388238572,1211,Buffalo,Gonzaga,Gonzaga
158,1214,1138,2016_1138_1214,2016,0.465452192,1214,Buffalo,Hampton,Hampton
176,1218,1138,2016_1138_1218,2016,0.380860011,1218,Buffalo,Hawaii,Hawaii
195,1221,1138,2016_1138_1221,2016,0.486038465,1221,Buffalo,Holy Cross,Holy Cross
215,1231,1138,2016_1138_1231,2016,0.321615763,1231,Buffalo,Indiana,Indiana
236,1233,1138,2016_1138_1233,2016,0.419024417,1233,Buffalo,Iona,Iona
258,1234,1138,2016_1138_1234,2016,0.368488341,1234,Buffalo,Iowa,Iowa
281,1235,1138,2016_1138_1235,2016,0.392818855,1235,Buffalo,Iowa St,Iowa St
305,1242,1138,2016_1138_1242,2016,0.292895905,1242,Buffalo,Kansas,Kansas
330,1246,1138,2016_1138_1246,2016,0.344075908,1246,Buffalo,Kentucky,Kentucky
356,1268,1138,2016_1138_1268,2016,0.349949186,1268,Buffalo,Maryland,Maryland
383,1274,1138,2016_1138_1274,2016,0.340746584,1274,Buffalo,Miami FL,Miami FL
411,1276,1138,2016_1138_1276,2016,0.424614053,1276,Buffalo,Michigan,Michigan
440,1277,1138,2016_1138_1277,2016,0.292418284,1277,Buffalo,Michigan St,Michigan St
470,1292,1138,2016_1138_1292,2016,0.444794045,1292,Buffalo,MTSU,MTSU
501,1314,1138,2016_1138_1314,2016,0.293769966,1314,Buffalo,North Carolina,North Carolina
533,1320,1138,2016_1138_1320,2016,0.437174042,1320,Buffalo,Northern Iowa,Northern Iowa
